size1,size2,size3,Id
299.994,199.93900000000002,199.97,36828
299.997,199.945,199.977,36829
299.986,199.933,199.957,36830
300.003,199.95099999999996,199.97400000000002,36831
299.991,199.937,199.97599999999997,36832
299.985,199.921,199.965,36833
300.004,199.94,199.97400000000002,36835
300.005,199.942,199.972,36836
299.993,199.93099999999998,199.97,36837
300.004,199.935,199.97,36838
300.004,199.93900000000002,199.97799999999998,36839
300.01599999999996,199.95299999999997,199.988,36840
299.98900000000003,199.92200000000003,199.964,36841
300.004,199.945,199.977,36842
300.008,199.94299999999998,199.975,36843
299.993,199.933,199.977,36844
300.014,199.945,199.98299999999998,36845
300.014,199.94099999999997,199.984,36846
299.997,199.93400000000003,199.96900000000002,36847
299.993,199.92900000000003,199.97099999999998,36848
299.992,199.93200000000002,199.972,36849
299.999,199.94599999999997,199.97,36850
299.995,199.923,199.96599999999998,36851
300.0,199.93099999999998,199.972,36852
300.01099999999997,199.94799999999998,199.98099999999997,36853
300.0,199.94099999999997,199.98299999999998,36854
300.005,199.938,199.967,36855
300.012,199.94099999999997,199.97599999999997,36856
300.017,199.94400000000002,199.977,36857
300.024,199.949,199.98499999999999,36858
300.007,199.95,199.98499999999999,36859
299.991,199.933,199.97,36860
300.006,199.938,199.97299999999998,36861
300.008,199.937,199.982,36862
300.003,199.937,199.97299999999998,36863
300.007,199.935,199.97400000000002,36864
300.008,199.93900000000002,199.972,36865
300.002,199.93400000000003,199.972,36866
300.004,199.93400000000003,199.97099999999998,36867
300.008,199.933,199.97299999999998,36868
299.984,199.91700000000003,199.95299999999997,36869
300.022,199.949,199.984,36870
300.003,199.937,199.975,36871
299.98900000000003,199.925,199.963,36872
299.98900000000003,199.91900000000004,199.96,36873
300.003,199.938,199.96599999999998,36875
300.003,199.93400000000003,199.972,36876
300.001,199.93599999999998,199.96599999999998,36877
300.014,199.94799999999998,199.982,36878
299.992,199.93,199.96099999999998,36879
300.009,199.94400000000002,199.972,36880
300.013,199.942,199.977,36881
299.991,199.92900000000003,199.963,36882
300.01599999999996,199.947,199.98,36883
300.002,199.94599999999997,199.97299999999998,36884
300.01,199.935,199.972,36885
300.008,199.94,199.97599999999997,36886
300.013,199.94599999999997,199.977,36887
300.025,199.95299999999997,199.995,36888
299.993,199.92700000000002,199.959,36889
300.013,199.94799999999998,199.97299999999998,36890
299.996,199.935,199.965,36891
300.01099999999997,199.95099999999996,199.97599999999997,36892
300.004,199.93900000000002,199.96900000000002,36893
300.01099999999997,199.95599999999996,199.977,36894
300.018,199.95799999999997,199.97599999999997,36895
299.995,199.92700000000002,199.967,36896
300.012,199.942,199.97599999999997,36897
300.004,199.94299999999998,199.96900000000002,36898
300.012,199.95299999999997,199.97799999999998,36899
300.0,199.937,199.963,36900
300.01099999999997,199.949,199.97099999999998,36901
299.999,199.935,199.968,36902
300.024,199.97199999999998,199.993,36903
300.005,199.942,199.97299999999998,36904
300.01099999999997,199.96099999999996,199.972,36905
300.01,199.94400000000002,199.97599999999997,36906
300.012,199.957,199.977,36907
300.01,199.947,199.968,36908
300.005,199.949,199.972,36909
300.008,199.93900000000002,199.967,36910
300.014,199.95099999999996,199.972,36911
300.008,199.95,199.975,36912
300.006,199.95,199.96900000000002,36913
300.004,199.94299999999998,199.967,36914
300.003,199.94799999999998,199.967,36915
300.018,199.95499999999998,199.98,36916
300.01599999999996,199.959,199.979,36917
300.012,199.95599999999996,199.975,36918
300.01599999999996,199.959,199.98299999999998,36919
300.02099999999996,199.971,199.98099999999997,36920
300.034,199.952,199.96599999999998,36921
300.022,199.966,199.98299999999998,36922
300.014,199.95799999999997,199.97400000000002,36923
300.019,199.96499999999997,199.98499999999999,36924
300.017,199.95799999999997,199.98299999999998,36925
300.004,199.94799999999998,199.96900000000002,36926
300.006,199.94299999999998,199.968,36927
300.005,199.952,199.96900000000002,36928
300.008,199.94799999999998,199.97400000000002,36929
300.017,199.95799999999997,199.979,36930
300.002,199.952,199.968,36931
300.02799999999996,199.969,199.988,36932
300.002,199.94599999999997,199.965,36933
300.017,199.95499999999998,199.98099999999997,36934
300.012,199.95799999999997,199.97299999999998,36935
300.014,199.95299999999997,199.977,36936
299.996,199.935,199.962,36937
300.006,199.94599999999997,199.967,36939
300.018,199.96499999999997,199.97599999999997,36940
300.024,199.973,199.97799999999998,36941
300.013,199.95999999999998,199.97299999999998,36942
300.022,199.964,199.979,36943
300.01599999999996,199.96999999999997,199.97299999999998,36944
300.02299999999997,199.974,199.98299999999998,36945
300.01099999999997,199.96999999999997,199.97799999999998,36946
300.015,199.95999999999998,199.97299999999998,36947
300.015,199.962,199.975,36948
300.018,199.96499999999997,199.979,36949
300.004,199.95299999999997,199.965,36950
300.001,199.94599999999997,199.962,36951
300.001,199.952,199.968,36952
300.025,199.97700000000003,199.98299999999998,36954
299.998,199.93900000000002,199.96,36955
300.008,199.94299999999998,199.96900000000002,36956
300.024,199.96999999999997,199.97799999999998,36958
300.013,199.95499999999998,199.97400000000002,36959
300.017,199.96099999999996,199.965,37091
300.013,199.95799999999997,199.968,37092
300.01599999999996,199.96299999999997,199.96900000000002,37093
300.01,199.952,199.965,37094
300.0,199.94599999999997,199.956,37095
300.013,199.957,199.97,37096
300.013,199.964,199.96900000000002,37098
300.001,199.94400000000002,199.956,37099
300.018,199.966,199.97299999999998,37100
300.019,199.96099999999996,199.97599999999997,37101
300.004,199.95099999999996,199.964,37102
300.01,199.952,199.968,37103
300.01,199.959,199.97099999999998,37105
300.012,199.95799999999997,199.967,37107
300.013,199.959,199.972,37108
300.017,199.96499999999997,199.97099999999998,37110
300.01099999999997,199.95099999999996,199.962,37111
300.017,199.95799999999997,199.972,37112
300.019,199.96099999999996,199.96900000000002,37113
300.017,199.962,199.97,37114
300.017,199.957,199.97099999999998,37117
300.03099999999995,199.97500000000002,199.986,37122
300.019,199.96299999999997,199.972,37125
300.019,199.96499999999997,199.96900000000002,37127
300.01099999999997,199.957,199.96900000000002,37133
300.01099999999997,199.954,199.967,37134
300.003,199.94099999999997,199.96,37135
300.017,199.95599999999996,199.972,37137
300.017,199.95799999999997,199.975,37138
300.024,199.96999999999997,199.97299999999998,37139
300.02299999999997,199.962,199.97299999999998,37140
300.014,199.95799999999997,199.962,37145
300.019,199.95599999999996,199.972,37147
300.022,199.962,199.972,37148
300.013,199.95,199.968,37149
300.025,199.95999999999998,199.968,37150
300.013,199.96499999999997,199.963,37151
300.005,199.959,199.97,37152
300.024,199.96699999999998,199.977,37153
300.014,199.952,199.97,37154
300.02599999999995,199.96699999999998,199.979,37155
300.034,199.964,199.98999999999998,37156
300.02799999999996,199.96499999999997,199.972,37158
300.02099999999996,199.95599999999996,199.977,37159
300.037,199.97500000000002,199.992,37160
300.034,199.974,199.98499999999999,37162
300.029,199.983,199.979,37163
300.036,199.969,199.98499999999999,37165
300.03299999999996,199.97500000000002,199.986,37166
300.02799999999996,199.971,199.977,37167
300.038,199.97700000000003,199.987,37169
300.032,199.96999999999997,199.98299999999998,37171
300.036,199.969,199.989,37172
300.032,199.966,199.984,37173
300.02099999999996,199.954,199.97599999999997,37175
300.027,199.96699999999998,199.98,37176
300.02,199.962,199.97400000000002,37179
300.03099999999995,199.96800000000002,199.97400000000002,37181
300.02599999999995,199.96800000000002,199.984,37182
300.02599999999995,199.964,199.98299999999998,37184
300.024,199.954,199.96900000000002,37185
300.032,199.96299999999997,199.98099999999997,37186
300.038,199.969,199.987,37187
300.02,199.97500000000002,199.97,37188
300.03,199.971,199.98299999999998,37190
300.03099999999995,199.974,199.982,37192
300.03099999999995,199.96699999999998,199.98,37193
300.036,199.973,199.984,37194
300.046,199.98700000000002,199.997,37195
300.041,199.978,199.98999999999998,37196
300.03,199.96800000000002,199.98099999999997,37197
300.037,199.969,199.98299999999998,37198
300.036,199.969,199.986,37199
300.046,199.98200000000003,199.995,37200
300.032,199.969,199.97799999999998,37203
300.036,199.98200000000003,199.98999999999998,37206
300.02599999999995,199.962,199.97400000000002,37207
300.029,199.97199999999998,199.984,37208
300.02,199.966,199.977,37209
300.03299999999996,199.98000000000002,199.987,37210
300.013,199.957,199.968,37211
300.03099999999995,199.976,199.98499999999999,37212
300.03999999999996,199.98200000000003,199.994,37214
300.03099999999995,200.05,200.03400000000002,37215
300.039,199.98200000000003,199.988,37216
300.045,199.986,200.00599999999997,37219
300.042,199.985,199.986,37220
300.038,199.981,199.99099999999999,37222
300.039,199.97700000000003,199.99099999999999,37225
300.042,199.98000000000002,199.995,37226
300.038,199.97500000000002,199.984,37227
300.02799999999996,199.969,199.977,37228
300.03999999999996,199.971,199.992,37229
300.032,199.96699999999998,199.979,37230
300.03999999999996,199.976,199.987,37231
300.042,199.973,199.99099999999999,37232
300.037,199.964,200.00900000000001,37233
300.038,199.97899999999998,199.992,37235
300.038,199.97700000000003,199.989,37236
300.041,199.97899999999998,199.992,37237
300.03499999999997,199.96299999999997,199.98299999999998,37238
300.048,199.98200000000003,199.989,37239
300.038,199.96999999999997,199.984,37240
300.02799999999996,199.966,199.975,37241
300.03999999999996,199.981,199.98999999999998,37242
300.039,199.976,199.97799999999998,37243
300.041,199.971,199.98499999999999,37244
300.032,199.96699999999998,199.98099999999997,37245
300.03499999999997,199.96299999999997,199.98299999999998,37246
300.034,199.974,199.98999999999998,37248
300.042,199.988,199.998,37251
300.043,199.97500000000002,199.989,37252
300.029,199.97500000000002,199.98,37253
300.039,199.98400000000004,199.98999999999998,37254
300.039,199.98000000000002,199.988,37255
300.036,199.98400000000004,199.988,37256
300.045,199.981,199.992,37257
300.037,199.971,199.989,37258
300.039,199.976,199.98499999999999,37259
300.03499999999997,199.97500000000002,199.975,37260
300.025,199.974,199.98099999999997,37261
300.027,199.964,199.979,37262
300.032,199.97199999999998,199.975,37263
300.02799999999996,199.962,199.975,37264
300.036,199.97700000000003,200.00900000000001,37266
300.03999999999996,199.98200000000003,199.988,37267
300.039,199.97199999999998,199.982,37268
300.045,199.986,199.989,37269
300.038,199.97899999999998,199.982,37270
300.036,199.973,199.98099999999997,37272
300.02799999999996,199.976,199.982,37273
300.029,199.974,199.977,37274
300.03999999999996,199.981,199.98499999999999,37275
300.032,199.97500000000002,199.986,37276
300.03499999999997,199.976,199.98099999999997,37277
300.037,199.98900000000003,199.987,37278
300.039,199.974,199.984,37279
300.041,199.97899999999998,199.98999999999998,37280
300.029,199.96499999999997,199.98299999999998,37281
300.041,199.978,199.98999999999998,37283
300.02799999999996,199.96699999999998,199.97799999999998,37285
300.043,199.981,199.98999999999998,37286
300.047,199.985,199.995,37287
300.037,199.978,199.993,37288
300.034,199.98200000000003,199.988,37290
300.037,199.97700000000003,199.984,37291
300.038,199.983,199.989,37293
300.041,199.973,199.989,37297
300.044,199.97899999999998,199.987,37299
300.038,199.978,199.98499999999999,37300
300.03499999999997,199.964,199.979,37301
300.03099999999995,199.974,199.984,37302
300.036,199.973,199.986,37303
300.038,199.97199999999998,199.98499999999999,37304
300.05,199.983,199.994,37305
300.03299999999996,199.97700000000003,199.98499999999999,37307
300.032,199.971,199.98299999999998,37308
300.044,199.98000000000002,199.987,37309
300.052,199.97899999999998,200.0,37311
300.042,199.981,199.98999999999998,37312
300.034,199.969,199.982,37313
300.044,199.97500000000002,199.992,37314
300.053,199.978,199.999,37315
300.039,199.96999999999997,199.98999999999998,37316
300.039,199.971,199.986,37317
300.032,199.976,199.98499999999999,37318
300.032,200.015,199.992,37319
300.05400000000003,200.04200000000003,200.01999999999998,37320
300.051,200.00799999999998,200.00400000000002,37321
300.048,199.978,199.994,37323
300.046,199.96800000000002,199.987,37324
300.062,200.027,200.01099999999997,37325
300.024,199.95599999999996,199.97400000000002,37326
300.049,200.024,199.98999999999998,37327
300.059,200.04000000000002,200.029,37328
300.055,200.024,200.01299999999998,37329
300.053,200.02999999999997,200.01,37330
300.036,199.995,199.99599999999998,37331
300.059,200.02499999999998,200.025,37333
300.05400000000003,200.014,199.982,37334
300.059,200.043,200.01299999999998,37335
300.063,200.00799999999998,200.003,37336
300.042,199.99099999999999,200.0,37337
300.061,200.048,200.024,37338
300.055,200.046,200.018,37339
300.061,200.03699999999998,200.015,37340
300.05400000000003,200.03500000000003,200.022,37341
300.05,199.99099999999999,200.00099999999998,37342
300.057,200.02999999999997,200.016,37343
300.062,200.03500000000003,200.024,37345
300.058,200.031,200.01999999999998,37346
300.052,200.01999999999998,200.00900000000001,37347
300.062,200.038,200.028,37348
300.05,200.0,199.999,37349
300.069,200.04500000000002,200.03099999999998,37350
300.05400000000003,200.01799999999997,200.00400000000002,37351
300.056,200.04000000000002,200.0,37352
300.057,200.01299999999998,200.00599999999997,37353
300.05400000000003,200.03300000000002,200.019,37354
300.062,200.03300000000002,200.00400000000002,37355
300.055,200.02799999999996,200.01,37356
300.061,200.04700000000003,200.00799999999998,37357
300.065,200.03300000000002,200.015,37358
300.058,200.058,200.00799999999998,37359
300.059,200.05,200.01999999999998,37360
300.058,200.038,200.017,37362
300.052,200.024,200.016,37363
300.045,200.005,199.997,37364
300.044,199.99900000000002,199.993,37365
300.061,200.026,200.00900000000001,37366
300.063,200.04900000000004,200.01299999999998,37367
300.046,200.00599999999997,199.995,37368
300.043,200.02799999999996,200.014,37370
300.051,200.04200000000003,199.999,37371
300.05,200.041,200.01299999999998,37372
300.052,200.00099999999998,200.00599999999997,37373
300.065,200.041,200.02599999999998,37374
300.063,200.034,200.023,37375
300.051,200.02299999999997,200.005,37376
300.051,200.03300000000002,200.005,37377
300.048,200.029,200.003,37378
300.039,200.03500000000003,199.98499999999999,37379
300.041,200.05,200.002,37380
300.051,200.03699999999998,200.002,37382
300.045,200.02999999999997,200.00099999999998,37383
300.063,200.03199999999998,200.014,37384
300.049,200.02099999999996,200.005,37385
300.05400000000003,200.05700000000002,200.017,37386
300.059,200.022,200.018,37388
300.062,200.07099999999997,200.016,37389
300.06,200.029,200.018,37390
300.051,200.005,199.997,37391
300.046,200.02099999999996,200.00599999999997,37392
300.051,199.97899999999998,199.999,37397
300.066,200.02999999999997,200.016,37398
300.065,199.98200000000003,200.01,37400
300.065,199.995,200.005,37401
300.06,199.98700000000002,200.00599999999997,37402
300.065,200.015,200.003,37403
300.067,199.99400000000003,200.014,37404
300.052,200.02299999999997,200.007,37405
300.06,199.997,200.00599999999997,37406
300.053,200.007,200.007,37407
300.065,199.998,200.01299999999998,37408
300.077,200.02999999999997,200.025,37409
300.069,200.022,200.01999999999998,37410
300.07099999999997,200.03699999999998,200.01999999999998,37411
300.077,199.99099999999999,200.028,37413
300.066,199.957,200.00900000000001,37414
300.058,199.96699999999998,200.00099999999998,37415
300.07599999999996,199.974,200.018,37416
300.072,199.98200000000003,200.023,37417
300.067,199.97700000000003,200.01999999999998,37418
300.059,199.96299999999997,200.016,37419
300.08,199.99200000000002,200.017,37420
300.079,200.00099999999998,200.04299999999998,37421
300.075,199.95499999999998,200.01099999999997,37422
300.077,199.98400000000004,200.028,37423
300.07099999999997,199.978,200.02599999999998,37424
300.073,199.97199999999998,200.033,37425
300.087,199.981,200.018,37426
300.07,199.966,200.00799999999998,37427
300.069,199.969,200.019,37428
300.072,199.99099999999999,200.03599999999997,37429
300.08299999999997,199.988,200.03900000000002,37430
300.08099999999996,199.98700000000002,200.04099999999997,37431
300.08599999999996,199.99200000000002,200.03799999999998,37432
300.063,199.99400000000003,200.016,37433
300.065,200.02099999999996,200.016,37434
300.079,199.959,200.01,37435
300.08099999999996,200.003,200.017,37436
300.072,199.995,200.014,37437
300.08,200.00799999999998,200.02599999999998,37438
300.069,199.952,200.005,37439
300.07599999999996,200.005,200.017,37440
300.073,199.97899999999998,200.016,37441
300.07099999999997,200.00099999999998,200.017,37442
300.07099999999997,200.029,200.01999999999998,37443
300.072,199.99400000000003,200.017,37444
300.072,199.998,200.016,37445
300.069,200.01599999999996,200.018,37446
300.072,200.02499999999998,200.01999999999998,37447
300.07599999999996,199.986,200.015,37448
300.082,200.00599999999997,200.03099999999998,37449
300.08299999999997,200.022,200.02700000000002,37450
300.072,199.995,200.021,37451
300.08299999999997,200.007,200.021,37452
300.068,199.99400000000003,200.024,37453
300.059,199.957,200.003,37454
300.058,199.954,200.005,37455
300.069,199.96099999999996,200.007,37456
300.064,200.00799999999998,200.01099999999997,37457
300.072,199.98000000000002,200.02700000000002,37458
300.066,199.99,200.021,37459
300.067,199.96999999999997,200.019,37460
300.062,199.96499999999997,200.025,37461
300.084,199.97700000000003,200.017,37462
300.075,199.976,200.029,37463
300.057,199.96800000000002,200.01299999999998,37464
300.069,199.997,200.015,37465
300.058,199.969,200.012,37466
300.059,200.01,200.014,37467
300.061,199.99900000000002,200.018,37468
300.069,200.007,200.021,37469
300.064,200.01,200.018,37470
300.067,199.98400000000004,200.017,37471
300.075,199.981,200.019,37472
300.065,199.974,200.028,37473
300.07,199.97500000000002,200.017,37474
300.07599999999996,199.973,200.024,37475
300.067,199.976,200.015,37476
300.08299999999997,199.986,200.02700000000002,37477
300.08599999999996,199.98200000000003,200.02700000000002,37478
300.074,199.959,200.01999999999998,37479
300.084,199.97700000000003,200.03900000000002,37480
300.089,199.98000000000002,200.025,37481
300.08,199.978,200.023,37482
300.087,199.97199999999998,200.024,37483
300.084,199.973,200.017,37484
300.092,199.97899999999998,200.03400000000002,37485
300.09,199.97899999999998,200.03,37486
300.09099999999995,199.97700000000003,200.02700000000002,37487
300.08099999999996,199.978,200.02700000000002,37488
300.085,199.974,200.019,37489
300.08299999999997,199.97899999999998,200.017,37490
300.073,199.973,200.028,37491
300.069,199.971,200.017,37492
300.068,199.96999999999997,200.015,37493
300.073,199.983,200.024,37494
300.066,199.978,200.012,37495
300.067,199.973,200.01299999999998,37496
300.077,199.985,200.023,37497
300.066,199.976,200.01099999999997,37498
300.069,199.974,200.014,37499
300.07,199.978,200.015,37500
300.064,199.978,200.01,37501
300.068,199.981,200.01999999999998,37502
300.063,199.96499999999997,200.00099999999998,37503
300.063,200.027,200.00799999999998,37504
300.059,199.993,200.014,37505
300.063,200.0,200.00799999999998,37506
300.065,199.98400000000004,200.01099999999997,37507
300.067,199.997,200.022,37508
300.064,199.98400000000004,200.015,37509
300.063,199.98700000000002,200.014,37510
300.068,200.00799999999998,200.01999999999998,37511
300.056,199.98400000000004,200.01099999999997,37512
300.059,199.983,200.012,37513
300.068,199.973,200.002,37514
300.082,200.015,200.015,37515
300.05400000000003,199.962,200.00599999999997,37516
300.057,199.98200000000003,200.00599999999997,37517
300.059,200.01,200.003,37518
300.066,199.981,200.016,37519
300.057,199.974,200.00099999999998,37520
300.073,199.99,200.02599999999998,37521
300.061,199.99900000000002,200.018,37522
300.073,199.988,200.00799999999998,37523
300.068,199.98400000000004,200.00099999999998,37524
300.068,199.997,200.024,37525
300.063,199.99099999999999,200.00900000000001,37527
300.073,199.99,200.014,37528
300.08299999999997,200.03500000000003,200.029,37529
300.07099999999997,200.007,200.022,37530
300.075,200.00099999999998,200.02599999999998,37531
300.063,199.98400000000004,199.989,37532
300.07,199.988,200.014,37533
300.077,200.00099999999998,200.007,37534
300.078,200.02099999999996,200.022,37535
300.055,199.99400000000003,200.01,37536
300.07,200.012,200.01299999999998,37537
300.068,199.99099999999999,200.01299999999998,37538
300.067,199.99900000000002,200.01999999999998,37539
300.069,199.993,200.00799999999998,37540
300.056,200.002,200.00099999999998,37541
300.07,200.00900000000001,199.999,37542
300.07,200.003,200.016,37543
300.074,200.015,200.028,37544
300.075,200.053,200.03099999999998,37545
300.087,200.00599999999997,200.02599999999998,37546
300.061,199.98200000000003,200.00799999999998,37547
300.074,200.005,200.021,37548
300.08,200.007,200.03,37549
300.061,199.976,200.012,37550
300.072,199.997,200.007,37551
300.077,199.99400000000003,200.03099999999998,37552
300.07099999999997,199.995,200.017,37553
300.073,199.99200000000002,200.03,37554
300.07,199.98700000000002,200.012,37555
300.07099999999997,199.997,200.03599999999997,37557
300.07099999999997,199.983,200.022,37558
300.07099999999997,199.997,200.02599999999998,37559
300.079,199.99,200.025,37560
300.079,199.99,200.00599999999997,37561
300.072,200.005,200.032,37562
300.069,199.981,200.014,37563
300.074,199.98000000000002,200.024,37564
300.075,199.98700000000002,200.019,37565
300.08099999999996,199.995,200.025,37566
300.07099999999997,199.976,200.00599999999997,37567
300.058,199.98700000000002,200.01999999999998,37568
300.07,199.978,200.00900000000001,37569
300.079,200.00599999999997,200.019,37570
300.072,199.99099999999999,200.019,37571
300.074,200.00599999999997,200.035,37572
300.073,199.99,200.01099999999997,37573
300.065,199.96800000000002,200.021,37574
300.075,199.974,200.03400000000002,37575
300.068,199.97500000000002,200.021,37576
300.08,199.97500000000002,200.04,37577
300.07,200.00900000000001,200.03,37578
300.074,199.97700000000003,200.024,37579
300.062,199.98400000000004,200.018,37580
300.073,199.981,200.03099999999998,37581
300.056,199.98700000000002,200.02599999999998,37582
300.051,199.978,200.01,37583
300.068,200.005,200.03,37584
300.066,199.99400000000003,200.02599999999998,37585
300.089,199.976,200.042,37586
300.087,199.971,200.04,37587
300.145,199.964,200.049,37588
300.08799999999997,199.969,200.035,37589
300.08799999999997,199.971,200.037,37590
300.089,199.964,200.04799999999997,37591
300.077,199.96699999999998,200.03099999999998,37592
300.07,199.96999999999997,200.037,37593
300.06,199.978,200.01999999999998,37594
300.061,199.96499999999997,200.015,37595
300.061,200.015,200.021,37596
300.042,199.981,200.01,37597
300.059,199.986,199.99599999999998,37598
300.039,199.985,199.97,37599
300.045,199.978,199.99099999999999,37601
300.045,200.007,200.014,37602
300.041,199.995,199.97799999999998,37603
300.055,200.00099999999998,199.98,37604
300.047,199.971,199.98999999999998,37605
300.056,200.01999999999998,200.023,37606
300.055,199.998,200.01299999999998,37607
300.034,199.96699999999998,199.988,37608
300.055,199.995,200.01099999999997,37609
300.042,199.971,199.993,37610
300.053,200.012,199.995,37611
300.052,199.99900000000002,200.007,37612
300.052,199.985,200.01999999999998,37613
300.056,199.998,199.99599999999998,37614
300.055,200.02299999999997,200.019,37615
300.047,199.99900000000002,200.005,37616
300.044,199.99,200.00799999999998,37617
300.052,199.998,200.015,37618
300.05400000000003,200.00599999999997,200.002,37620
300.048,199.985,200.005,37621
300.043,199.983,200.005,37622
300.049,200.002,200.016,37623
300.044,200.01299999999998,200.003,37624
300.064,200.02099999999996,200.016,37625
300.051,200.007,200.019,37626
300.05,200.003,200.01099999999997,37627
300.051,200.005,200.007,37628
300.05,199.998,200.012,37629
300.055,200.002,200.00900000000001,37630
300.059,200.02799999999996,200.015,37631
300.045,199.997,200.007,37632
300.059,200.012,200.017,37633
300.045,199.99099999999999,199.999,37634
300.052,199.99900000000002,200.00099999999998,37635
300.052,200.017,200.012,37636
300.047,200.01,200.014,37637
300.056,200.014,200.025,37638
300.049,200.014,200.02599999999998,37639
300.039,200.01099999999997,200.003,37640
300.03299999999996,199.973,200.0,37641
300.045,200.0,200.015,37642
300.058,200.04500000000002,200.02700000000002,37643
300.053,199.998,200.01099999999997,37644
300.049,200.017,200.017,37645
300.043,200.00400000000002,200.01099999999997,37646
300.032,200.012,200.002,37647
300.03299999999996,200.022,200.005,37648
300.044,199.99900000000002,200.00599999999997,37649
300.049,200.00900000000001,200.012,37650
300.047,199.99400000000003,200.00099999999998,37651
300.049,200.014,199.994,37652
300.053,200.00799999999998,200.01999999999998,37653
300.037,200.00799999999998,200.01099999999997,37654
300.047,199.98000000000002,200.003,37655
300.042,199.97899999999998,199.995,37656
300.03499999999997,199.983,199.998,37657
300.059,200.03300000000002,200.01999999999998,37658
300.045,199.98700000000002,200.00099999999998,37659
300.061,200.034,200.028,37660
300.03999999999996,199.99900000000002,200.005,37661
300.05400000000003,199.995,200.00400000000002,37662
300.05400000000003,200.012,200.018,37663
300.043,200.00900000000001,200.00599999999997,37664
300.052,200.02299999999997,200.01999999999998,37665
300.056,200.02499999999998,200.023,37666
300.051,200.015,200.014,37667
300.041,200.007,200.016,37668
300.036,199.976,199.994,37669
300.044,200.003,200.021,37670
300.048,200.01,200.019,37671
300.048,200.00400000000002,200.01999999999998,37672
300.05400000000003,199.98700000000002,200.01,37673
300.046,199.99,200.00400000000002,37675
300.064,200.01099999999997,200.023,37676
300.046,199.981,200.015,37677
300.05400000000003,200.007,200.03400000000002,37678
300.05400000000003,200.0,200.022,37679
300.062,200.02099999999996,200.033,37680
300.041,200.0,200.007,37681
300.053,199.98700000000002,200.003,37682
300.059,200.005,200.021,37683
300.043,199.985,200.014,37684
300.046,199.96299999999997,200.002,37685
300.058,200.024,200.025,37686
300.048,200.01299999999998,200.012,37687
300.065,200.017,200.028,37688
300.053,200.007,200.029,37689
300.053,199.978,200.01099999999997,37693
300.05,199.99099999999999,200.00900000000001,37694
300.053,200.01,200.02599999999998,37695
300.052,199.995,200.00400000000002,37696
300.05400000000003,199.988,200.019,37697
300.052,199.998,200.022,37698
300.053,200.002,200.025,37699
300.047,199.995,200.021,37700
300.05,199.98900000000003,200.00599999999997,37701
300.047,200.003,200.014,37702
300.049,200.00099999999998,200.03,37703
300.053,200.002,200.01999999999998,37704
300.052,200.007,200.028,37705
300.06,200.0,200.015,37706
300.05,199.99099999999999,200.00900000000001,37707
300.049,199.976,200.002,37708
300.042,199.98400000000004,200.007,37709
300.049,200.015,200.028,37710
300.037,199.98700000000002,200.016,37711
300.036,199.969,199.999,37712
300.053,199.983,200.023,37714
300.037,199.971,199.999,37715
300.044,199.981,200.01,37716
